UID	Course	WhiteSpace	LastLine	Indent
25080	45	0.9	1.0	1.0
39085	45	0.666666666667	1.0	1.0
58028	4542	0.8	1.0	1.0
69511	4542	0.666666666667	1.0	1.0
69852	4542	0.764705882353	1.0	1.0
73563	4542	0.923076923077	1.0	1.0
76513	4542	0.8	1.0	1.0
25080	46	0.974358974359	1.0	1.0
39085	46	0.918918918919	1.0	0.926916221034
25080	47	0.823529411765	1.0	1.0
39085	47	0.75	1.0	1.0
25080	49	0.709677419355	0.947368421053	1.0
39085	49	0.758620689655	1.0	1.0
58028	5195	0.848484848485	1.0	1.0
69852	5195	0.833333333333	1.0	1.0
73563	5195	0.943396226415	1.0	1.0
25080	52	0.952380952381	1.0	1.0
39085	52	0.466666666667	1.0	1.0
75476	52	0.2	1.0	0.914285714286
58028	5283	0.909090909091	1.0	1.0
69852	5283	0.8	1.0	1.0
73563	5283	1.0	1.0	1.0
58028	5284	0.933333333333	1.0	1.0
69852	5284	0.933333333333	1.0	1.0
73563	5284	0.933333333333	1.0	1.0
25080	54	0.916666666667	1.0	1.0
39085	54	0.761904761905	1.0	1.0
50247	54	0.8	1.0	1.0
25080	57	0.947368421053	1.0	1.0
39085	57	0.888888888889	1.0	1.0
50247	57	0.864864864865	1.0	1.0
25080	58	1.0	1.0	1.0
39085	58	1.0	1.0	1.0
50247	58	0.952380952381	1.0	1.0
25080	59	0.918918918919	0.916666666667	1.0
39085	59	0.944444444444	0.923076923077	1.0
50247	59	0.764705882353	0.818181818182	1.0
25080	61	0.909090909091	1.0	0.861471861472
39085	61	0.666666666667	1.0	0.934419381788
50247	61	1.0	1.0	1.0
25080	63	0.961538461538	1.0	1.0
39085	63	0.772727272727	1.0	1.0
50247	63	0.65	1.0	1.0
62816	63	0.363636363636	1.0	1.0
76191	63	0.322580645161	1.0	1.0
15324	64	0.8	1.0	1.0
17641	64	0.509090909091	0.974358974359	1.0
25080	64	0.95145631068	1.0	1.0
39085	64	0.586666666667	1.0	0.956817509613
50247	64	0.84375	1.0	1.0
62816	64	0.898550724638	1.0	1.0
76211	64	0.351648351648	0.981132075472	0.607352941176
17641	65	0.285714285714	1.0	1.0
25080	65	0.950819672131	1.0	1.0
39085	65	0.315789473684	1.0	1.0
50247	65	0.4	1.0	1.0
62816	65	0.315789473684	1.0	1.0
25080	66	0.955665024631	1.0	0.949242424242
39085	66	0.211764705882	1.0	0.789446501211
50247	66	1.0	1.0	1.0
62816	66	0.240740740741	1.0	0.893071895425
69403	66	0.168067226891	1.0	0.866161616162
69511	66	0.0540540540541	1.0	0.96
75795	66	0.615384615385	1.0	1.0
76399	66	0.0869565217391	0.967741935484	0.911111111111
25080	67	1.0	1.0	1.0
39085	67	0.933333333333	1.0	1.0
50247	67	0.933333333333	1.0	1.0
62816	67	0.769230769231	1.0	1.0
69403	67	0.727272727273	1.0	1.0
69511	67	0.769230769231	1.0	1.0
76211	67	0.933333333333	1.0	1.0
76399	67	0.933333333333	1.0	1.0
25080	69	0.888888888889	1.0	1.0
39085	69	0.820512820513	0.857142857143	1.0
50247	69	0.823529411765	0.857142857143	0.880952380952
51826	69	0.722222222222	0.962962962963	0.622222222222
62816	69	0.5625	0.8	1.0
69403	69	0.789473684211	0.818181818182	1.0
69511	69	0.625	0.857142857143	1.0
76191	69	0.620689655172	1.0	1.0
76403	69	0.6	0.95652173913	1.0
25080	70	0.976744186047	1.0	0.819047619048
39085	70	0.883720930233	1.0	1.0
50247	70	1.0	0.95652173913	1.0
51826	70	0.571428571429	0.8	0.833333333333
62816	70	0.717948717949	0.909090909091	1.0
69403	70	0.736842105263	0.95652173913	1.0
69415	70	0.864864864865	1.0	0.833333333333
69511	70	0.742857142857	1.0	1.0
72002	70	0.95652173913	0.95652173913	1.0
75910	70	0.8	0.95652173913	1.0
76191	70	0.756756756757	1.0	0.917171717172
76399	70	0.756756756757	0.95652173913	1.0
76403	70	0.722222222222	0.95652173913	0.78293135436
25080	71	0.979591836735	1.0	1.0
39085	71	0.863636363636	1.0	1.0
50247	71	0.809523809524	1.0	1.0
51826	71	0.789473684211	1.0	0.626262626263
62816	71	0.514285714286	0.95652173913	1.0
69403	71	0.529411764706	1.0	1.0
69511	71	0.529411764706	1.0	1.0
72002	71	0.913043478261	1.0	1.0
75910	71	0.571428571429	1.0	1.0
76191	71	0.529411764706	1.0	1.0
76209	71	0.780487804878	1.0	1.0
76399	71	0.529411764706	1.0	1.0
76403	71	0.529411764706	1.0	1.0
72552	7154	1.0	1.0	1.0
72552	7155	0.266666666667	1.0	1.0
72552	7156	0.4	1.0	1.0
72552	7157	0.5	1.0	1.0
72552	7158	0.556962025316	1.0	1.0
72552	7159	0.5	1.0	1.0
72552	7160	0.576271186441	1.0	0.952380952381
72552	7161	0.170212765957	1.0	1.0
72552	7162	0.3	1.0	1.0
72552	7163	0.618181818182	0.975609756098	0.931623931624
25080	72	0.959537572254	1.0	0.885416666667
39085	72	0.725806451613	0.888888888889	1.0
50247	72	0.963503649635	1.0	1.0
62816	72	0.958333333333	1.0	1.0
69403	72	0.987179487179	1.0	1.0
69511	72	0.266666666667	1.0	1.0
72002	72	0.957746478873	1.0	1.0
75910	72	0.957746478873	1.0	1.0
76044	72	0.987179487179	1.0	1.0
76191	72	0.987179487179	1.0	1.0
76209	72	0.957746478873	1.0	1.0
76399	72	0.987179487179	1.0	1.0
76403	72	0.958333333333	1.0	1.0
76745	72	0.895238095238	1.0	1.0
17641	74	0.926829268293	1.0	1.0
25080	74	0.976744186047	1.0	1.0
39085	74	0.976744186047	1.0	1.0
50247	74	0.952380952381	1.0	1.0
62816	74	0.904761904762	0.965517241379	1.0
69403	74	0.926829268293	1.0	1.0
69415	74	0.823529411765	0.967741935484	0.888888888889
69511	74	0.926829268293	1.0	1.0
72002	74	0.977777777778	0.965517241379	1.0
75910	74	0.904761904762	0.965517241379	1.0
76191	74	0.926829268293	1.0	0.933419521655
76209	74	0.933333333333	0.965517241379	1.0
76399	74	0.952380952381	1.0	1.0
76403	74	0.904761904762	0.965517241379	0.928599605523
76745	74	0.926829268293	1.0	1.0
17641	77	0.9	1.0	1.0
25080	77	1.0	1.0	1.0
39085	77	0.9	1.0	1.0
50247	77	0.9	1.0	1.0
62816	77	0.9	1.0	1.0
69403	77	0.9	1.0	1.0
69511	77	0.9	1.0	1.0
72002	77	1.0	1.0	1.0
75910	77	0.9	1.0	1.0
76191	77	0.9	1.0	1.0
76209	77	0.9	1.0	1.0
76399	77	0.9	1.0	1.0
76403	77	0.9	1.0	1.0
76745	77	0.9	1.0	1.0
17641	79	0.857142857143	1.0	1.0
25080	79	1.0	1.0	1.0
39085	79	0.933333333333	1.0	1.0
50247	79	0.857142857143	1.0	1.0
62816	79	0.857142857143	1.0	1.0
69403	79	0.8	1.0	1.0
69511	79	0.857142857143	1.0	1.0
76399	79	0.857142857143	1.0	1.0
76403	79	0.857142857143	1.0	1.0
17641	81	0.769230769231	1.0	1.0
25080	81	1.0	1.0	1.0
39085	81	0.769230769231	1.0	1.0
50247	81	0.769230769231	1.0	1.0
62816	81	0.769230769231	1.0	1.0
69403	81	0.72	1.0	1.0
69511	81	0.769230769231	1.0	1.0
72002	81	0.933333333333	1.0	0.755555555556
76399	81	0.903225806452	1.0	1.0
76403	81	0.769230769231	1.0	0.877922077922
17641	83	0.736842105263	1.0	1.0
25080	83	0.95652173913	1.0	1.0
39085	83	0.95652173913	1.0	1.0
50247	83	0.736842105263	1.0	1.0
62816	83	0.736842105263	1.0	0.859259259259
69403	83	0.631578947368	1.0	1.0
69511	83	0.736842105263	1.0	1.0
72002	83	0.95652173913	1.0	1.0
76206	83	0.461538461538	1.0	0.8
76399	83	0.95652173913	1.0	1.0
76403	83	0.736842105263	1.0	1.0
17641	85	0.9	1.0	1.0
25080	85	1.0	1.0	1.0
39085	85	1.0	1.0	1.0
50247	85	0.952380952381	1.0	1.0
62816	85	0.9	1.0	1.0
69403	85	0.9	1.0	1.0
17641	86	0.27027027027	1.0	1.0
25080	86	0.984126984127	1.0	1.0
39085	86	0.653846153846	0.88	0.952941176471
50247	86	0.754098360656	0.782608695652	0.880952380952
58028	86	0.162162162162	0.782608695652	0.880952380952
62816	86	0.243902439024	0.782608695652	1.0
69403	86	0.27027027027	1.0	1.0
17641	87	0.965517241379	1.0	1.0
25080	87	1.0	1.0	1.0
39085	87	0.965517241379	1.0	1.0
50247	87	1.0	1.0	1.0
58028	87	1.0	1.0	1.0
62816	87	0.928571428571	1.0	1.0
69403	87	0.8	1.0	1.0
17641	90	0.896551724138	1.0	1.0
25080	90	0.950819672131	1.0	1.0
39085	90	0.950819672131	1.0	1.0
50247	90	0.933333333333	1.0	1.0
58028	90	0.933333333333	1.0	1.0
62816	90	0.896551724138	1.0	1.0
65719	90	0.915254237288	1.0	1.0
69403	90	0.912280701754	1.0	1.0
69511	90	0.896551724138	1.0	1.0
76403	90	0.933333333333	1.0	1.0
17641	92	0.9	1.0	1.0
25080	92	0.935483870968	1.0	1.0
39085	92	0.935483870968	1.0	1.0
50247	92	0.935483870968	1.0	1.0
58028	92	0.935483870968	1.0	1.0
58091	92	0.935483870968	1.0	1.0
62816	92	0.9	1.0	1.0
65719	92	0.935483870968	1.0	1.0
69403	92	0.9	1.0	0.930595720069
69511	92	0.9	1.0	1.0
76403	92	0.9	1.0	1.0
15324	94	0.285714285714	1.0	0.877922077922
17641	94	0.285714285714	1.0	1.0
25080	94	0.95652173913	1.0	1.0
39085	94	0.391304347826	1.0	1.0
50247	94	0.52	1.0	1.0
58028	94	0.285714285714	1.0	1.0
58091	94	0.363636363636	1.0	1.0
62816	94	0.285714285714	1.0	1.0
65719	94	0.391304347826	1.0	1.0
69403	94	0.25	1.0	0.935064935065
76399	94	0.285714285714	1.0	1.0
76403	94	0.285714285714	1.0	1.0
15324	95	0.645161290323	1.0	0.966666666667
17641	95	0.645161290323	1.0	1.0
25080	95	0.975609756098	1.0	1.0
39085	95	0.69696969697	1.0	1.0
50247	95	0.975609756098	1.0	0.600732600733
58028	95	0.645161290323	1.0	1.0
58091	95	0.645161290323	1.0	1.0
62816	95	0.645161290323	1.0	1.0
65719	95	0.645161290323	1.0	1.0
69403	95	0.666666666667	1.0	0.948148148148
72002	95	0.962962962963	1.0	0.849206349206
76399	95	0.645161290323	1.0	1.0
76403	95	0.645161290323	1.0	0.962962962963
15324	97	0.625	1.0	1.0
17641	97	0.625	1.0	1.0
25080	97	1.0	1.0	1.0
39085	97	0.842105263158	1.0	1.0
50247	97	0.777777777778	1.0	1.0
58028	97	0.9	1.0	1.0
61316	97	0.5	1.0	0.85
62816	97	0.705882352941	1.0	1.0
65719	97	0.777777777778	1.0	1.0
69403	97	0.625	1.0	1.0
69511	97	0.625	1.0	1.0
72002	97	0.9	1.0	1.0
76399	97	0.842105263158	1.0	1.0
15324	99	0.756756756757	1.0	1.0
17641	99	0.717948717949	1.0	1.0
25080	99	0.878048780488	1.0	1.0
39085	99	0.894736842105	1.0	1.0
50247	99	0.85	1.0	1.0
58028	99	0.875	1.0	1.0
62816	99	0.756756756757	1.0	1.0
65719	99	0.810810810811	1.0	1.0
69403	99	0.8	1.0	1.0
69511	99	0.717948717949	1.0	1.0
72002	99	0.837209302326	1.0	1.0
75726	99	0.823529411765	1.0	1.0
76191	99	0.904761904762	1.0	0.932692307692
76211	99	0.8	1.0	0.752941176471
76399	99	0.7	1.0	1.0
